smiles,0
COc1ccc(C(=O)N(C)C)cc1,-1.8744673709078965
CS(=O)(=O)Cl,-0.2775144630076824
C=CC(C)C,1.465088872974636
CCc1cnccn1,-0.428366692092719
CCCCCCCO,-0.1058550299109167
Cc1cc(C)cc(O)c1,-0.6416405332129429
CC(C)C(C)C,1.5977347985494093
CCCC(C)(C)O,-0.0304289153683984
C[C@@H]1CCCC[C@@H]1C,1.4000663604379822
CC[C@H](C)O,-0.2124919504710287
BrCBr,0.4793475829189663
CC[C@@H](O)C(C)C,-0.0200253133625338
CCc1ccccn1,-0.1370658359285105
CCCCC(=O)OCC,0.3414998563412604
Sc1ccccc1,0.3258944533324637
CC(C)=CCC/C(C)=C\CO,-0.2541063584944871
c1ccc2c(c1)CCC2,0.6093926079922737
CCOc1ccccc1,0.4117241698808464
Oc1ccc(Br)cc1,-0.5324027121513647
CCCC(C)(C)C,1.7381834256285815
CC(=O)OCCOC(C)=O,-0.659846836723206
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-0.5974252246880184
OC1CCCCCC1,-0.4361693935971175
COC(=O)C1CC1,-0.077245124394789
N#Cc1ccccc1,-0.077245124394789
CCCCC#N,0.0736071046902474
CC(C)(C)O,-0.1734784429490364
CC(C)C(=O)C(C)C,0.2764773438046068
CCC=O,0.0970152092034427
CN(C)C=O,-1.0421792104387293
Cc1ccc(C)cc1,0.7810520410890393
C=CCC=C,1.2310078278426828
Cc1cccc(Nc2ccccc2C(=O)O)c1C,-0.7742864587877165
CN(C)C(=O)c1ccccc1,-1.4271124846557193
CCNCC,-0.0694424228903907
CC(C)(C)c1ccc(O)cc1,-0.5480081151601617
CC(C)CCOC=O,0.4351322743940418
CCCCCCCCCCO,0.0423962986726536
CCOC(=O)CC,0.2920827468134037
CCCCCCCCC,1.8032059381652352
CNC(C)=O,-1.611776420259816
C=CCCCCCCC,1.5249095845083571
Oc1ccc2ccccc2c1,-1.120206225482714
Clc1ccc(Cl)c(Cl)c1,0.6978232250421226
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-5.154202903256708
CCCC(=O)OC,0.2530692392914115
O=Cc1ccccc1O,-0.2280973534798255
C1CNC1,-0.4569765976088464
CCCNCCC,0.0397953981711875
Nc1ccccc1,-0.4387702940985836
FC(F)(F)F,1.800605037663769
CC[C@@H](C)CO,-0.1604739404417058
Oc1ccccc1I,-0.62343422970268
COc1cccc(OC)c1O,-0.8211026678141071
C#CCC,0.9475096731828728
FC(F)(F)c1ccccc1,0.9241015686696774
NN,-1.4297133851571855
Cc1ccccn1,-0.2150928509724948
CCNc1nc(Cl)nc(NCC)n1,-1.6689962312920712
Clc1cc2c(cc1Cl)Oc1ccccc1O2,0.0632035026843828
CCCCCCCCN,0.0397953981711875
N,-0.1266622339226459
FC(F)(F)c1ccccc1C(F)(F)F,1.2674204348632088
COC(=O)c1ccc(O)cc1,-1.4843322956879743
CCCCCc1ccccc1,0.9293033696726096
CC(F)F,0.9605141756902036
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-3.284155442702548
C=CC=C,1.1347745092884354
CN(C)C,0.156835920737164
CCCCCC(N)=O,-1.432314285658652
CC(C)CO[N+](=O)[O-],0.5001547869306955
O=C1c2ccccc2C(=O)c2c(NCCO)cccc21,-2.706755531377064
O=[N+]([O-])OCCO,-1.138412528992977
CCCCCCC(C)=O,0.2400647367840808
CN1CCNCC1,-1.0317756084328649
CCN,-0.1812811444534349
C1=CC=CCC=C1,0.7316349315611826
c1ccc2c(c1)Cc1ccccc1C2,0.0059836916521276
CC(Cl)Cl,0.7706484390831748
COc1cccc(O)c1,-1.0031657029167371
c1cc2c3c(cccc3c1)CC2,0.1698404232444948
CCCCCCCCBr,1.1243709072825707
OCc1ccccc1,-0.7326720507642581
O=c1[nH]cc(Br)c(=O)[nH]1,-3.736712129957658
CCCC,1.535313186514222
CCl,0.846074553625693
CC(C)CBr,0.9813213797019328
CC(C)SC(C)C,0.6744151205289274
